university_name,course_name,abbrv,direct_entry_requirements,utme_requirements,subjects
ACHIEVERS UNIVERSITY OWO ONDO STATE,BUSINESS ADMINISTRATION,ACHIEVERS,Two (2)'A' Level passes including Economics.,"Five (5) SSC credit passes including English Language, Mathematics, Economics and two (2) other relevant subjects.","Mathematics, Economics and any other Social Science subject"
ACHIEVERS UNIVERSITY OWO ONDO STATE,CHEMISTRY,ACHIEVERS,"i)  Two (2) 'A' Level passes in Chemistry and any one (1) of Physics, Mathematics or Biology.

 

(ii)   ND/NCE with good grades in relevant 'O' Level subjects.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Chemistry and two (2) of Physics, Biology and Mathematics."
ACHIEVERS UNIVERSITY OWO ONDO STATE,CIVIL AND ENVIRONMENTAL ENGINEERING,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,COMPUTER ENGINEERING,ACHIEVERS,"Three (3) 'A' Level passes in Pure Mathematics or Pure and Applied Mathematics, Chemistry and Physics.","Five (5) SSC credit passes to include Mathematics, Further Mathematics, Chemistry, Physics and 

English Language.","Mathematics, Physics and Chemistry."
ACHIEVERS UNIVERSITY OWO ONDO STATE,COMPUTER SCIENCE & INFORMATION TECHNOLOGY,ACHIEVERS,"(i)    Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
ACHIEVERS UNIVERSITY OWO ONDO STATE,CRIMINOLOGY & SECURITY STUDIES,ACHIEVERS,"Two (2)'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5)SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies/Islamic Studies."
ACHIEVERS UNIVERSITY OWO ONDO STATE,DOCTOR OF PHARMACY,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,DOCTOR OF PHYSIOTHERAPY,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,ECONOMICS,ACHIEVERS,"Two (2)'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5)SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies/Islamic Studies."
ACHIEVERS UNIVERSITY OWO ONDO STATE,EDUCATION & BIOLOGY,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,EDUCATION & CHEMISTRY,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,ELECTRICAL /ELECTRONICS ENGINEERING,ACHIEVERS,"Two (2) 'A' Level passes in Mathematics, Physics or Chemistry","Five (5) SSC credit passes to include Mathematics, Physics, Chemistry, English Language and any other Science subject.","Mathematics, Physics and Chemistry"
ACHIEVERS UNIVERSITY OWO ONDO STATE,GEOLOGY,ACHIEVERS,"(i) Two (2) 'A' Level passes from Geology, Chemistry, Mathematics, Physics, Biology and Geography.","Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and any other subject.","Any three (3) of Chemistry, Physics, Mathematics, Biology and Geography."
ACHIEVERS UNIVERSITY OWO ONDO STATE,GUIDANCE AND COUNSELLING,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,HEALTH INFORMATION MANAGEMENT,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,INDUSTRIAL CHEMISTRY,ACHIEVERS,"(i)    Two (2) 'A' Level passes in Chemistry and Mathematics

(ii)   ND in Science Technology or ND in relevant programmes with the UTME requirements.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Physics and Biology/Agricultural Science.","Chemistry, Mathematics and any of Physics/Biology/ Agricultural Science."
ACHIEVERS UNIVERSITY OWO ONDO STATE,INTERNATIONAL RELATIONS,ACHIEVERS,"Two (2) 'A' Level passes in Social Science subject from Government/History, Economics, Sociology and Business Management.","Five (5) SSC credit passes to include English Language, Government or History and three (3) relevant subjects.","Economics, Literature in English and Geography/Government/History."
ACHIEVERS UNIVERSITY OWO ONDO STATE,LAW,ACHIEVERS,"Two (2)'A' Level passes in Arts or Social Science subjects.

(ii)   NCE/ND/First Degree (Second Class Lower).","Five (5)'O' Level credit passes to include English Language, Literature in English and Mathematics.",Any three (3) Arts or Social Science subjects.
ACHIEVERS UNIVERSITY OWO ONDO STATE,LIBRARY AND INFORMATION SCIENCE,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,MASS COMMUNICATION,ACHIEVERS,Two (2) 'A' Level passes in Arts or Social Science subjects.,Five (5) SSC credit passes in English Language and four (4) other subjects in Arts or Social Sciences.,Any three (3) from Arts or Social Science subjects.
ACHIEVERS UNIVERSITY OWO ONDO STATE,MATHEMATICS,ACHIEVERS,") Two (2) 'A' Level passes in Mathematics and any other science subject.

(ii)           NCE merit in Mathematics and one (1) of Physics, Chemistry or Economics","Five (5) SSC credit passes including English Language, Mathematics and Physics or Chemistry.","Mathematics and any two (2) of Physics, Chemistry and Economics or Geography."
ACHIEVERS UNIVERSITY OWO ONDO STATE,MECHANICAL ENGINEERING,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,MECHATRONICS ENGINEERING,ACHIEVERS,"'A' Level passes in any two (2) of  Mathematics, Physics and Chemistry","Five (5) SSC credit passes to include Mathematics, Physics, Chemistry ,English Language and any other Science subject.","Mathematics, Chemistry and Physics."
ACHIEVERS UNIVERSITY OWO ONDO STATE,MEDICAL LABORATORY SCIENCE,ACHIEVERS,"'A' Level passes   to include Physics, Chemistry and Biology or Zoology","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology","Physics, Chemistry and Biology"
ACHIEVERS UNIVERSITY OWO ONDO STATE,MEDICINE & SURGERY,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,MICROBIOLOGY,ACHIEVERS,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
ACHIEVERS UNIVERSITY OWO ONDO STATE,NURSING/NURSING SCIENCE,ACHIEVERS,"(i)              'A' Level passes in any two (2) of Physics, Chemistry, Biology and Mathematics

(ii)            ND Upper Credit in Prosthesis and Orthopaedic Technology.




(i)              Two (2) 'A' Level passes in Biology/ Zoology, Chemistry and Physics plus  three (3) other 'O' Level credit passes in Mathematics, Physics and English Language.

(ii)            NRN or its approved equivalent plus five (5) 'O' Level credit passes  in English Language and four (4) Science subjects chosen from Mathematics, Physics, Chemistry, Biology, Human Anatomy, Physiology and Hygiene, Health Science, Further Mathematics and General Science.","Five (5) SSC credit passes including English Language, Physics, Mathematics, Chemistry and Biology.","Chemistry, Biology and Physics."
ACHIEVERS UNIVERSITY OWO ONDO STATE,PHYSICS,ACHIEVERS,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
ACHIEVERS UNIVERSITY OWO ONDO STATE,PHYSICS & ENERGY STUDIES,ACHIEVERS,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
ACHIEVERS UNIVERSITY OWO ONDO STATE,PHYSICS WITH ELECTRONICS,ACHIEVERS,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
ACHIEVERS UNIVERSITY OWO ONDO STATE,PHYSIOLOGY,ACHIEVERS,"Two (2) 'A' Level passes chosen from Chemistry, Physics and Biology/Zoology.","Five (5) SSC credit passes in English Language, Maths, Physics, Chemistry and Biology.","Physics, Chemistry and Biology"
ACHIEVERS UNIVERSITY OWO ONDO STATE,POLITICAL SCIENCE,ACHIEVERS,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Government or History plus two (2) other Social Science/Arts subjects.
ACHIEVERS UNIVERSITY OWO ONDO STATE,PROCUREMENT MANAGEMENT,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,PUBLIC ADMINISTRATION,ACHIEVERS,"Two (2) ‘A’ Level passes chosen from Economics, Accounting, Business Management, Government, Geography and Statistics.","Five (5) SSC credit passes to include English Language,              

Economics and Government. For NBC holders, the                             other relevant                             subjects could be                             from any of the                             following:  Accounting, Principles of Accounts,                             Commerce, Office           Practice and Secretarial   Duties.","Government, Economics and any other subject."
ACHIEVERS UNIVERSITY OWO ONDO STATE,PUBLIC HEALTH,ACHIEVERS,"(i)              Two (2) 'A' Level passes in Biology/ Zoology, Chemistry and Physics plus  three (3) other 'O' Level credit passes in Mathematics, Physics and English Language.

(ii)            NRN or its approved equivalent plus five (5) 'O' Level credit passes  in English Language and four (4) Science subjects chosen from Mathematics, Physics, Chemistry, Biology, Human Anatomy, Physiology and Hygiene, Health Science, Further Mathematics and General Science.","Five (5) SSC credit passes in Mathematics, Chemistry, Biology, Physics and English Language.","Physics, Chemistry and Biology."
ACHIEVERS UNIVERSITY OWO ONDO STATE,REMOTE SENSING AND GEOSCIENCE INFORMATION SYSTEM,ACHIEVERS,[Not Available],[Not Available],[Not Available]
ACHIEVERS UNIVERSITY OWO ONDO STATE,SOCIOLOGY,ACHIEVERS,Two (2) 'A' Level passes including Government or History.,"Five (5) SSC credit passes in Government or History, English Language and three (3) other subjects.  A pass in Mathematics is required.",Three (3) Social Science or Arts subjects.
ACHIEVERS UNIVERSITY OWO ONDO STATE,STATISTICS,ACHIEVERS,"Two (2) 'A' Level passes to include Mathematics or Statistics.

NCE credit in relevant subjects.","Five (5) SSC credit passes to include English Language, Mathematics and at least three (3) subjects from Physics, Statistics, Chemistry, Further Mathematics, Economics and Geography.","Mathematics and any two (2) of Physics, Chemistry and Economics."
ACHIEVERS UNIVERSITY OWO ONDO STATE,TELECOMMUNICATION ENGINEERING,ACHIEVERS,'A' Level passes/ND and HND in relevant subjects into 200 and 300 levels.,"Five (5) SSC credit passes including English Language, Economics and Mathematics.","Mathematics, Economics and any one of Account, Commerce and Government."
ACHIEVERS UNIVERSITY OWO ONDO STATE,ZOOLOGY,ACHIEVERS,"Two (2) 'A' Level passes or NCE in Biology, Zoology or Botany and one other Science subject","Five (5) SSC credit passes in English Language, Mathematics, Biology and two (2) other Science subject.","Biology and any two (2) of Physics, Chemistry and Mathematics."
HAVILLA UNIVERSITY NDE IKOM CROSS RIVER STATE,ACCOUNTING,HAVILLA,"Two (2) ‘A’ Level passes chosen from Economics, Accounting, Business Management, Government and Geography.","Five (5) SSC credit passes including English Language, Mathematics, Economics and any other two (2) other subjects.

For NBC holders, the other two (2) relevant subjects could be from any of Principles of Accounts, Commerce, Office Practice and Secretarial Duties.","Mathematics, Economics plus any Social Science subject."
HAVILLA UNIVERSITY NDE IKOM CROSS RIVER STATE,BIOTECHNOLOGY,HAVILLA,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
HAVILLA UNIVERSITY NDE IKOM CROSS RIVER STATE,COMPUTER SCIENCE,HAVILLA,"(i)    Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
HAVILLA UNIVERSITY NDE IKOM CROSS RIVER STATE,CYBER SECURITY,HAVILLA,"(i)    Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
HAVILLA UNIVERSITY NDE IKOM CROSS RIVER STATE,ECONOMICS & DEVELOPMENT STUDIES,HAVILLA,"Two (2) 'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5) SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies /Islamic Studies."
HAVILLA UNIVERSITY NDE IKOM CROSS RIVER STATE,ENTREPRENEURSHIP,HAVILLA,"Two (2) 'A' Level passes to include Economics and one (1) of, Accounts, Business Management, Government, Geography or Mathematics.","Five (5) SSC credit passes to include English Language, Mathematics, Economics, one (1)Science subject and one (1)other Social Science or Commercial subject.","Economics, Mathematics and one (1) other Social Science or Commercial subject."
HAVILLA UNIVERSITY NDE IKOM CROSS RIVER STATE,HUMAN RESOURCE MANAGEMENT,HAVILLA,"Two ‘A’ level passes chosen from Economics, Accounts, Business Management, Government, Geography or Statistics.","Five Credits at SSCE (or its equivalent) in English, Mathematics, Economics, one Science subject plus any one from Accounting, Business Methods, Commerce, Government, Geography and Statistics","UTME subjects are: Mathematics, Economics and one other subject."
